run,timestamp,lasso_alpha,lasso_max_iter,LR_type,LR_alpha,LR_max_iter,RF_type,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,RF_min_samples_split,RF_max_features,RF_random_state,RF_n_jobs,GB_type,GB_objective,GB_boosting_type,GB_num_leaves,GB_max_depth,GB_learning_rate,GB_n_estimators,GB_min_child_samples,GB_subsample,GB_colsample_bytree,GB_reg_alpha,GB_reg_lambda,GB_random_state,GB_n_jobs,GB_verbose,device,input_length,pred_length,valid_length,features_in_future,batch_size,learning_rate,weight_decay,dropout,min_delta,patch_length,stride,geo_block_ratio,lambda_cross,lambda_coverage,lambda_deriv,lambda_median,smoothing_cross,saturation_cold_degC,threshold_cold_degC,lambda_cold,epochs,model_dim,warmup_steps,patience,num_layers,num_heads,ffn_size,num_geo_blocks,num_patches,quantiles_0,quantiles_1,quantiles_2,quantiles_3,quantiles_4,metaNN_batch_size,metaNN_learning_rate,metaNN_weight_decay,metaNN_dropout,metaNN_patience,metaNN_factor,metaNN_device,metaNN_epochs,metaNN_num_cells_0,metaNN_num_cells_1,q10,q25,q50,q75,q90,avg_weight_meta_NN_NN,avg_weight_meta_NN_LR,avg_weight_meta_NN_RF,avg_weight_meta_NN_GB,test_NN_bias,test_NN_RMSE,test_NN_MAE,test_LR_bias,test_LR_RMSE,test_LR_MAE,test_RF_bias,test_RF_RMSE,test_RF_MAE,test_GB_bias,test_GB_RMSE,test_GB_MAE,test_meta_LR_bias,test_meta_LR_RMSE,test_meta_LR_MAE,test_meta_NN_bias,test_meta_NN_RMSE,test_meta_NN_MAE,overall_loss
6,3/1/26 14:55,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,96,3626,0,0.110178,0.025,24,12,1,0.699787,0.264009,0.213858,0.882069,0.034155,-5,3,0,22,96,2500,3,2,3,3,5,61,0.1,0.25,0.5,0.75,0.9,128,1080,5,0.09119,4,0.739615,cuda,12,40,20,0.289239,0.269125,0.169874,-0.006475,-0.102158,0.027459,0.29723,0.187265,0.488046,1.992889,7.7674,6.1752,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.291551,2.0141,1.5483,0.499699,1.788,1.3636,3.8624
7,3/1/26 14:56,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,32,3359,0,0.068618,0.025,24,12,1,0.78598,0.222327,0.051853,0.788068,0.042731,-5,3,0,30,96,1750,5,3,3,4,5,61,0.1,0.25,0.5,0.75,0.9,256,322,9,0.021377,5,0.766193,cuda,12,32,16,0.132284,0.195803,0.163159,0.08705,0.03789,0.146329,0.262695,0.206668,0.384309,0.755759,2.3036,1.7932,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.109457,1.8647,1.433,0.555748,1.8951,1.4457,2.7941
8,3/1/26 14:57,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,2932,0,0.068466,0.025,24,12,1,1.851331,0.44306,0.239872,0.732825,0.03594,-5,3,0,30,95,2500,5,2,5,3,7,61,0.1,0.25,0.5,0.75,0.9,512,256,6,0.09656,4,0.831721,cuda,12,24,12,0.06259,0.092236,0.151349,0.081984,0.036511,0.159666,0.239814,0.253136,0.347384,0.985926,5.3303,4.0027,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.261627,1.8436,1.4106,0.667251,2.3651,1.7779,2.7716
9,3/1/26 14:58,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,3908,0,0.085954,0.025,24,12,1,0.799787,0.62213,0.205811,0.925482,0.04649,-5,3,0,22,128,1750,5,2,4,5,5,61,0.1,0.25,0.5,0.75,0.9,128,186,23,0.095404,4,0.769236,cuda,12,40,20,0.030336,0.049011,0.063219,0.027458,0.02545,0.087843,0.264925,0.219513,0.427719,0.451368,3.2348,2.4181,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.221897,1.8254,1.388,0.546276,1.8491,1.4029,2.0183
10,3/1/26 15:00,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,32,3627,0,0.072506,0.025,24,12,1,1.506239,0.869019,0.096454,0.436754,0.019054,-5,3,0,30,128,2500,7,2,4,3,3,61,0.1,0.25,0.5,0.75,0.9,256,579,19,0.072336,4,0.692528,cuda,12,40,20,0.094514,0.164988,0.169365,0.09997,0.046163,0.083846,0.25179,0.212334,0.452029,0.946792,2.7467,2.1301,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.19712,1.8133,1.3885,0.570382,1.882,1.4388,2.7649
11,3/1/26 15:01,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,20731,0,0.096885,0.025,24,12,1,0.622332,0.934042,0.228755,0.785607,0.04584,-5,3,0,37,126,3250,3,2,3,4,3,61,0.1,0.25,0.5,0.75,0.9,512,337,13,0.078039,6,0.803443,cuda,12,24,12,0.077698,0.170594,0.171283,0.105635,0.056894,0.177989,0.18981,0.26445,0.367751,1.072928,2.963,2.3227,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.217715,1.8237,1.3987,0.767167,2.1018,1.6339,2.8451
12,3/1/26 15:03,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,3880,0,0.027407,0.025,24,12,1,1.289705,0.397436,0.167389,0.339517,0.034655,-5,3,0,37,126,3250,7,3,3,5,5,61,0.1,0.25,0.5,0.75,0.9,512,732,20,0.027917,3,0.725868,cuda,12,24,12,0.088669,0.1753,0.164778,0.098022,0.0503,0.093197,0.263941,0.235674,0.407189,0.870382,2.5579,2.0127,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.104254,1.8619,1.4338,0.636978,1.9196,1.4727,2.7556
13,3/1/26 15:05,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,96,7584,0,0.035064,0.025,24,12,1,1.202554,0.290919,0.035944,0.403788,0.036784,-5,3,0,37,96,2500,3,3,3,5,3,61,0.1,0.25,0.5,0.75,0.9,512,986,21,0.031835,3,0.82563,cuda,12,24,12,0.061811,0.104556,0.06307,0.033483,0.027218,0.170602,0.227712,0.185538,0.416148,0.370657,2.4416,1.9012,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.177645,1.8329,1.4104,0.544559,1.8974,1.4541,2.135
14,3/1/26 15:06,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,12857,0,0.035049,0.025,24,12,1,1.048479,0.897621,0.093672,0.869357,0.00971,-5,3,0,22,128,1750,7,2,4,3,3,61,0.1,0.25,0.5,0.75,0.9,128,203,15,0.090658,5,0.735775,cuda,12,32,16,0.089269,0.103657,0.033633,-0.006145,-0.015258,0.144648,0.23289,0.175597,0.446865,0.173824,2.5952,2.0309,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.086077,1.8833,1.4522,0.548099,1.839,1.4098,2.05
15,3/1/26 15:08,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,96,13929,0,0.046079,0.025,24,12,1,0.764854,0.369267,0.140826,0.925898,0.009536,-5,3,0,22,128,2500,7,2,4,4,3,61,0.1,0.25,0.5,0.75,0.9,256,802,17,0.044247,4,0.845204,cuda,12,32,16,0.102668,0.154886,0.126259,0.07452,0.03777,0.127875,0.246314,0.159704,0.466107,0.699415,2.4943,1.9337,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.191258,1.8189,1.3967,0.519703,1.8383,1.4067,2.5619
16,3/1/26 15:09,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,96,11217,0,0.103781,0.025,24,12,1,1.4623,0.591445,0.101018,0.294802,0.04702,-5,3,0,30,160,1750,3,2,5,4,5,61,0.1,0.25,0.5,0.75,0.9,256,992,5,0.063874,5,0.734422,cuda,12,24,12,0.070624,0.121163,0.119155,0.091906,0.055845,0.101554,0.259278,0.213765,0.425403,0.695019,2.6823,2.0821,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.159485,1.8053,1.3828,0.529596,1.8829,1.4363,2.5069
17,3/1/26 15:11,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,20433,0,0.090271,0.025,24,12,1,0.651214,0.395457,0.147393,0.465347,0.02208,-5,3,0,30,160,1750,5,3,4,5,3,61,0.1,0.25,0.5,0.75,0.9,128,1437,14,0.053891,3,0.761293,cuda,12,40,20,0.006745,-0.036001,-0.10003,-0.119724,-0.06232,0.267243,0.212236,0.171703,0.348818,-0.62163,2.4436,1.8921,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.055374,1.8569,1.4297,0.243847,1.6736,1.2729,2.1744
18,3/1/26 15:12,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,9816,0,0.032471,0.025,24,12,1,0.569493,0.457951,0.25401,0.449438,0.028337,-5,3,0,22,160,1750,5,1,4,4,3,61,0.1,0.25,0.5,0.75,0.9,512,206,6,0.050707,4,0.848569,cuda,12,32,16,0.070114,0.060402,-0.001379,-0.059892,-0.023171,0.241173,0.288253,0.212983,0.257591,0.008197,2.2847,1.7828,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.055588,1.8763,1.4504,0.408467,2.0322,1.5591,1.9529
19,3/1/26 15:14,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,32,6765,0,0.043997,0.025,24,12,1,1.281365,0.693024,0.014756,0.259214,0.015972,-5,3,0,30,160,1750,3,3,4,4,5,61,0.1,0.25,0.5,0.75,0.9,256,229,4,0.086795,6,0.678546,cuda,12,24,12,0.108004,0.164269,0.10051,0.041547,0.011571,0.209398,0.250172,0.219492,0.320939,0.529274,2.5337,1.9866,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.183659,1.8162,1.3966,0.649232,2.0135,1.5424,2.4411
20,3/1/26 15:15,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,32,2810,0,0.069163,0.025,24,12,1,1.766925,0.893233,0.095354,0.61318,0.028897,-5,3,0,37,126,3250,5,1,3,5,5,61,0.1,0.25,0.5,0.75,0.9,512,332,4,0.071912,5,0.623274,cuda,12,24,12,0.073921,0.120474,0.111631,0.080576,0.046853,0.189909,0.229398,0.298588,0.282106,0.635213,2.7772,2.1394,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.194623,1.8136,1.3864,0.732154,2.0276,1.5558,2.4901
21,3/1/26 15:16,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,3069,0,0.023943,0.025,24,12,1,1.847001,0.963322,0.212294,0.424941,0.020573,-5,3,0,37,160,1750,7,2,4,4,3,61,0.1,0.25,0.5,0.75,0.9,128,206,4,0.038983,5,0.634762,cuda,12,40,20,0.082464,0.11202,0.09958,0.077398,0.053327,0.118811,0.259314,0.180232,0.441643,0.625511,2.8967,2.2098,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.185761,1.8042,1.3794,0.568473,1.8497,1.4151,2.4546
22,3/1/26 15:17,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,2251,0,0.100068,0.025,24,12,1,0.957633,0.766555,0.045281,0.943,0.020732,-5,3,0,22,96,1750,7,2,3,5,3,61,0.1,0.25,0.5,0.75,0.9,512,267,5,0.114334,3,0.693831,cuda,12,40,20,0.380785,0.32449,0.154826,-0.046643,-0.13768,0.08111,0.292447,0.308186,0.318257,2.286985,9.492,7.9262,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.29835,2.1155,1.6394,0.880934,2.6739,1.8766,4.5969
23,3/1/26 15:18,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,96,15447,0,0.051612,0.025,24,12,1,0.889971,0.392946,0.299735,0.746247,0.027337,-5,3,0,37,96,3250,3,2,3,3,7,61,0.1,0.25,0.5,0.75,0.9,512,225,6,0.076692,5,0.81622,cuda,12,32,16,0.104586,0.195833,0.170923,0.113159,0.055516,0.136083,0.249028,0.2848,0.330089,1.071671,2.8289,2.2125,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.213846,1.8327,1.4068,0.752357,2.0867,1.6085,2.945
0,3/1/26 15:20,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,2774,0,0.022596,0.025,24,12,1,1.260693,0.754188,0.144831,0.379138,0.009805,-5,3,0,30,159,2500,3,3,3,3,3,61,0.1,0.25,0.5,0.75,0.9,512,180,7,0.038122,4,0.758346,cuda,12,24,12,0.074161,0.10021,0.172722,0.089029,0.039748,0.181278,0.21678,0.243729,0.358214,1.224815,5.8214,4.4355,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.254013,1.875,1.4227,0.80443,2.3573,1.7769,2.9477
0,3/1/26 15:22,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,14035,0,0.040512,0.025,24,12,1,0.525491,0.73622,0.224069,0.742541,0.017174,-5,3,0,22,160,2500,5,2,5,3,5,61,0.1,0.25,0.5,0.75,0.9,256,152,11,0.051081,6,0.693654,cuda,12,40,20,0.094125,0.09994,0.061181,0.029586,0.01271,0.239311,0.218641,0.242658,0.29939,0.252137,2.4382,1.8842,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.058437,1.8636,1.4313,0.538814,1.962,1.5023,2.1443
1,3/1/26 15:23,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,64,14799,0,0.103454,0.025,24,12,1,1.896285,0.251652,0.017688,0.78359,0.007141,-5,3,0,30,95,1750,3,2,5,5,3,61,0.1,0.25,0.5,0.75,0.9,256,1024,7,0.118057,5,0.62944,cuda,12,32,16,0.130635,0.236541,0.196733,0.107074,0.053897,0.080727,0.249203,0.192738,0.477332,1.040915,2.6207,2.0499,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.16781,1.8858,1.451,0.597629,1.8369,1.405,3.0615
2,3/1/26 15:24,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,32,19919,0,0.027584,0.025,24,12,1,1.951565,0.815599,0.229851,0.530981,0.040431,-5,3,0,30,160,2500,3,1,4,4,3,61,0.1,0.25,0.5,0.75,0.9,256,699,26,0.086003,4,0.845721,cuda,12,24,12,0.169484,0.211361,0.167086,0.0875,0.039538,0.137313,0.244647,0.156833,0.461207,0.955431,2.5345,2.0149,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.168641,1.8836,1.4546,0.631166,1.89,1.4494,2.9576
3,3/1/26 15:26,0.02,2000,lasso,0.02,2000,rf,500,20,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.05,500,20,0.8,0.8,0.1,0.1,0,4,-1,cuda,672,72,48,TRUE,128,2441,0,0.093276,0.025,24,12,1,1.276819,0.757502,0.282455,0.228324,0.008733,-5,3,0,37,126,3250,3,2,3,5,5,61,0.1,0.25,0.5,0.75,0.9,512,212,15,0.090769,6,0.608579,cuda,12,40,20,0.140048,0.174251,0.149101,0.045683,-0.019185,0.102028,0.357855,0.246927,0.29319,1.73303,8.1726,6.6999,-0.420445,2.727,2.1918,1.455809,2.6451,2.0008,0.890647,2.0422,1.5815,0.297019,1.9836,1.5438,0.538094,2.3777,1.7796,3.3388
